asset_family,manifest_entry,planned_output,source_basis,external_reference_urls,rights_basis,usage_mode,prompt_revision,status,notes,generated_at_utc,file_sha256,image_width,image_height,file_size_bytes
ingredient_fish_meat,ingredient_fish_meat,cooking_sim/ingredient_fish_meat.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:02.557008+00:00,2026-03-12T04:19:02.557008+00:00,ad0e5eb5e40df466f88fe29c925a4b719d3390f6bf6d10ec84c9dbe2eb22deeb,1024,1024,1907165
water_splash_effect,water_splash_effect,cooking_sim/water_splash.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:04.480328+00:00,2026-03-12T04:19:04.480328+00:00,5092970819d5dc60269d9ad94dac1e569ff00f79500ea49f1fac3b94021ee87a,1024,1024,1904996
cooking_steam_rising,cooking_steam_rising,cooking_sim/steam_rising.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:16.757471+00:00,2026-03-12T04:19:16.757471+00:00,270fa8f9a6baff3da5e77f076bec1efec85fd6b7ba427fe2d487d944313aae36,1024,1024,958168
dish_result_mediocre,dish_result_mediocre,cooking_sim/dish_mediocre.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:16.999114+00:00,2026-03-12T04:19:16.999114+00:00,0acc0e8cdcc54bb6879dcff1ad0d17d3c3fbd34bf3392633b3cbf779c3c1e1dc,1024,1024,1720124
dish_result_excellent,dish_result_excellent,cooking_sim/dish_excellent.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:17.442268+00:00,2026-03-12T04:19:17.442268+00:00,482a68dfd2b8f587520f25e13b78c18c2dbe8876dbe46ee45b91dd86ecea0198,1024,1024,1456722
dish_result_burnt,dish_result_burnt,cooking_sim/dish_burnt.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:18.014352+00:00,2026-03-12T04:19:18.014352+00:00,8c13e2f019d0637b05ba73ee0de01f40c7649de0c82275a4f3f5c46b326ded69,1024,1024,1280298
cooking_ui_moisture_indicator,cooking_ui_moisture_indicator,cooking_sim/ui_moisture.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:30.786369+00:00,2026-03-12T04:19:30.786369+00:00,5b46e9e4a79bfd681d973eb7758a8bafde4c2416cc53d29fe01be31c7bbe546d,1024,1024,887268
cooking_ui_temperature_gauge,cooking_ui_temperature_gauge,cooking_sim/ui_temp_gauge.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:30.859643+00:00,2026-03-12T04:19:30.859643+00:00,6afdff3e7fe2e2ad3ed91b1c94a829554e4079ddd1132d0a1dbf1fe9ad56a2a5,1024,1024,1522307
cooking_kitchen_background,cooking_kitchen_background,cooking_sim/kitchen_background.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:32.046606+00:00,2026-03-12T04:19:32.046606+00:00,7ca527711e4c1b4bd4f380121205828cee7cd793f4e9effe5345da619ef2f567,1024,1024,1389048
eggshell_cauldron_perfectly_cooked,eggshell_cauldron_perfectly_cooked,cooking_sim/cauldron_perfect.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T04:19:32.272524+00:00,2026-03-12T04:19:32.272524+00:00,8977d65b5f996739e78523ac0450982431cc3e8982a7f0316e496746fcca83e5,1024,1024,1440584
