asset_family,manifest_entry,planned_output,source_basis,external_reference_urls,rights_basis,usage_mode,prompt_revision,status,notes,generated_at_utc,file_sha256,image_width,image_height,file_size_bytes
micro_props,innsmouth_micro_prop_atlas_v2,../../ORBEngine/assets/innsmouth_island/innsmouth_micro_prop_atlas_v2.png,In-repo world mood targets plus benchmark standards,https://opengameart.org/; https://kenney.nl/assets,Internal authored prompt; no external asset import,Prompt generation only,v2,planned,Benchmark goal: dense environmental dressing family,,,,,
environment_props,innsmouth_environment_props_sheet_v2,../../ORBEngine/assets/innsmouth_island/innsmouth_environment_props_sheet_v2.png,In-repo 24-prop list plus benchmark standards,https://kenney.nl/assets; https://lpc.opengameart.org/,Internal authored prompt; no external asset import,Prompt generation only,v2,planned,Benchmark goal: modular environmental coverage,,,,,
landmarks,innsmouth_landmark_panorama_sheet_v2,../../ORBEngine/assets/innsmouth_island/innsmouth_landmark_panorama_sheet_v2.png,In-repo map regions plus benchmark standards,https://opengameart.org/; https://kenney.nl/assets,Internal authored prompt; no external asset import,Prompt generation only,v2,planned,Benchmark goal: large-scale scene readability,,,,,
ground_decals,innsmouth_biome_ground_and_decal_sheet_v2,../../ORBEngine/assets/innsmouth_island/innsmouth_biome_ground_and_decal_sheet_v2.png,In-repo biome materials plus benchmark standards,https://kenney.nl/assets,Internal authored prompt; no external asset import,Prompt generation only,v2,planned,Benchmark goal: support materials and terrain completeness,,,,,
ui_codex,innsmouth_ui_hud_codex_atlas_v2,../../ORBEngine/assets/innsmouth_island/innsmouth_ui_hud_codex_atlas_v2.png,In-repo HUD and menu systems plus benchmark standards,https://kenney.nl/assets; https://opengameart.org/,Internal authored prompt; no external asset import,Prompt generation only,v2,planned,Benchmark goal: first-class interface family,,,,,
fx,innsmouth_fx_fog_light_ooze_atlas_v2,../../ORBEngine/assets/innsmouth_island/innsmouth_fx_fog_light_ooze_atlas_v2.png,In-repo volumetric lighting and gameplay FX targets plus benchmark standards,https://opengameart.org/; https://kenney.nl/assets,Internal authored prompt; no external asset import,Prompt generation only,v2,planned,Benchmark goal: atmospheric and combat FX family,,,,,
innsmouth_ui_hud_codex_atlas_v2_research,innsmouth_ui_hud_codex_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_ui_hud_codex_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T17:33:22.777440+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:21:06.340730+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:02:22.578599+00:00,2026-03-11T20:02:22.578599+00:00,56624aeb58a8ca94e951abafb97225ab5c1981d5246b6c1f9fcb9b4275e30471,1536,768,1601826
innsmouth_player_master_sheet_v2_research,innsmouth_player_master_sheet_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_player_master_sheet_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T17:33:24.964495+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:19:01.925015+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:00:31.017147+00:00,2026-03-11T20:00:31.017147+00:00,8a4616eeced278944a34a40e5ec8ddf5b1248d9beca847703746c5427c37f5a6,1216,896,1231382
innsmouth_fx_fog_light_ooze_atlas_v2_research,innsmouth_fx_fog_light_ooze_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_fx_fog_light_ooze_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T17:38:09.089581+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:21:09.327341+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:02:26.828585+00:00,2026-03-11T20:02:26.828585+00:00,015f79458b6a4b1394f2f6c1e7706d033e4dea8b925a74f6e9624e86d7f31df0,1536,768,1743010
innsmouth_enemy_roster_sheet_v2_research,innsmouth_enemy_roster_sheet_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_enemy_roster_sheet_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T17:38:09.725080+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:19:02.697091+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:00:30.326696+00:00,2026-03-11T20:00:30.326696+00:00,0439814ced5213086a5970b80acc06510f12c10e66eae1d13051d9a459ea3daa,1216,896,1322864
innsmouth_landmark_panorama_sheet_v2_research,innsmouth_landmark_panorama_sheet_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_landmark_panorama_sheet_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T17:44:43.498353+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:20:48.346419+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:24:01.115125+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:02:04.903724+00:00,2026-03-11T20:02:04.903724+00:00,504de979d3f3b971ebde4a33ab3b56759b32a8980e63f99a43cbd5e7516cd225,1536,768,1486746
innsmouth_environment_props_sheet_v2_research,innsmouth_environment_props_sheet_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_environment_props_sheet_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T17:44:43.715825+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:20:30.264694+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:24:01.579856+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:01:49.061092+00:00,2026-03-11T20:01:49.061092+00:00,857f1233ac6493999f6efeeb50d74a1c8eefbfe2dbdfab629a889fd951bb49dc,1536,768,1464202
innsmouth_boss_duo_action_atlas_v2_research,innsmouth_boss_duo_action_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_boss_duo_action_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T17:59:45.063310+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:19:24.942798+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:00:50.860432+00:00,2026-03-11T20:00:50.860432+00:00,717b3ce785555f8bc0002a9a94f7074626084950669d06cb57c6b86129ca427f,1536,768,1547954
innsmouth_pickups_and_shelters_atlas_v2_research,innsmouth_pickups_and_shelters_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_pickups_and_shelters_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T17:59:45.416654+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:20:08.673698+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:01:27.743431+00:00,2026-03-11T20:01:27.743431+00:00,1a2952e501c73931051979d8cf1121b58cd9e4b7dacd6cdd410f8efa191c8adc,1216,896,1423310
innsmouth_melee_weapon_atlas_v2_research,innsmouth_melee_weapon_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_melee_weapon_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T18:04:51.649689+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:19:42.939200+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:01:09.979627+00:00,2026-03-11T20:01:09.979627+00:00,c732a58c3ea13d6e93802e650fb751ec0cac3c9d5632b3a871a09d088dd14b21,1536,768,617230
innsmouth_enemy_action_atlas_v2_research,innsmouth_enemy_action_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_enemy_action_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T18:04:56.733119+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:19:23.018136+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:00:51.267370+00:00,2026-03-11T20:00:51.267370+00:00,f1c35b359e422f0528cfaa2bd44dd9949fc8ab72163ef8b0678e7dfbfef44c58,1216,896,1157544
innsmouth_projectile_weapon_atlas_v2_research,innsmouth_projectile_weapon_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_projectile_weapon_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T18:05:07.922441+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:19:45.710338+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:01:07.921696+00:00,2026-03-11T20:01:07.921696+00:00,98f8633f22263a874744ef584b05cb3c44f2a28c76165d882b0e89e7cfde6ee7,1280,832,1330284
innsmouth_micro_prop_atlas_v2_research,innsmouth_micro_prop_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_micro_prop_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T18:19:40.111679+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:20:22.762426+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:01:45.244647+00:00,2026-03-11T20:01:45.244647+00:00,c83e1606990bd42f76534d897304c5b1fced8746dde7ebbb33c91d0b7bd855c4,1280,832,1605276
innsmouth_armor_set_atlas_v2_research,innsmouth_armor_set_atlas_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_armor_set_atlas_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T18:19:41.746899+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:20:03.993167+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:01:25.492344+00:00,2026-03-11T20:01:25.492344+00:00,8d78d07558e9d2e778b3fd4c5575136c0c8b85ff907f939954834f9276dcf5f5,896,1216,895092
innsmouth_biome_ground_and_decal_sheet_v2_research,innsmouth_biome_ground_and_decal_sheet_v2_research,../../ORBEngine/assets/innsmouth_island/research/innsmouth_biome_ground_and_decal_sheet_v2_research.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-11T18:19:56.883785+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T19:20:49.038298+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-11T20:02:06.586914+00:00,2026-03-11T20:02:06.586914+00:00,33e8e6901179803ce7e5c4dc5fe4e1b2dd2c155923726ca2abc53f40ed62e8cb,1216,896,1918280
